標準分類編碼,行情代號(水產品代號),品種,中文名稱,英文名稱,學名名稱,俗名名稱
4711247142229,,台中一號(翠玉),葉蘿蔔,Leafy radish,Raphanus sativus  L. Daikon group,菜頭葉
4711247142298,SA9,台中一號(翠玉),葉蘿蔔,Leafy radish,Raphanus sativus  L. Daikon group,菜頭葉
4711247142304,SA4,,櫻桃蘿蔔,Cherry radish,Raphanus sativus  L. Radicula group,小根蘿蔔，二十日蘿蔔，小粒菜頭，大菜
4711247142311,,,櫻桃蘿蔔,Cherry radish,Raphanus sativus  L. Radicula group,小根蘿蔔，二十日蘿蔔，小粒菜頭，大菜
4711247142397,SA9,,櫻桃蘿蔔,Cherry radish,Raphanus sativus  L. Radicula group,小根蘿蔔，二十日蘿蔔，小粒菜頭，大菜
4711247153003,,統稱(其他),山葵,Wasabi， Japanese horseradish,Wasabia japonica  (Miquel) Matsumura,山萮菜，澤葵，哇沙蜜，澤山葵， 溪山葵
4711247153010,,統稱(其他),山葵,Wasabi， Japanese horseradish,Wasabia japonica  (Miquel) Matsumura,山萮菜，澤葵，哇沙蜜，澤山葵， 溪山葵
4711247153096,,統稱(其他),山葵,Wasabi， Japanese horseradish,Wasabia japonica  (Miquel) Matsumura,山萮菜，澤葵，哇沙蜜，澤山葵， 溪山葵
4711247154000,,地方種,冬瓜統稱(其他),Wax gourd,Benincasa hispida  (Thunb.) Cogn.,白瓜，東瓜，枕瓜
4711247154017,,地方種,冬瓜統稱(其他),Wax gourd,Benincasa hispida  (Thunb.) Cogn.,白瓜，東瓜，枕瓜
4711247204101,FH1,永樂,長扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,牛腿蒲， 長瓜
4711247204118,,永樂,長扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,牛腿蒲， 長瓜
4711247204194,,永樂,長扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,牛腿蒲， 長瓜
4711247204200,FH2,春英,圓扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247204217,,春英,圓扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247204293,,春英,圓扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247204309,FRH3,土種花蒲，永芳，高雄1號(綠鐘),花扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247204316,,土種花蒲，永芳，高雄1號(綠鐘),花扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247204392,,土種花蒲，永芳，高雄1號(綠鐘),花扁蒲,Bottle gourd，white flowered gourd  ，Calabash gourd,Lagenaria siceraria  (Mol.) Standl.,瓠子，蒲子，壺盧，葫蘆，蒲瓜，夜開花
4711247210003,FF1,統稱(其他),絲瓜類,NA,,菜瓜，布瓜，天絲瓜，天絡
4711247046206,LE2,,大葉落葵,Ceylon spinach， Malabar spinach,Basella cordifolia  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046213,,,大葉落葵,Ceylon spinach， Malabar spinach,Basella cordifolia  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046299,,,大葉落葵,Ceylon spinach， Malabar spinach,Basella cordifolia  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，白落葵
4711247046305,LZ2,,紅落葵,Ceylon spinach， Malabar spinach,Basella rubra  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，，蔓紫
4711247046312,,,紅落葵,Ceylon spinach， Malabar spinach,Basella rubra  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，，蔓紫
4711247046398,,,紅落葵,Ceylon spinach， Malabar spinach,Basella rubra  L.,皇宮菜，蟳菜，藤菜，龍宮菜 ，非洲菠菜，天葵，藤葵，燕脂菜，，蔓紫
4711247049009,,統稱(其他),破布子,Cummingcordia， Sebastan plum cordia,Cordia dichotoma  Forst. f.,破子，樹子仔，破果子，破斧子，仙枝子，破布木
4711247049016,,統稱(其他),破布子,Cummingcordia， Sebastan plum cordia,Cordia dichotoma  Forst. f.,破子，樹子仔，破果子，破斧子，仙枝子，破布木
4711247049092,,統稱(其他),破布子,Cummingcordia， Sebastan plum cordia,Cordia dichotoma  Forst. f.,破子，樹子仔，破果子，破斧子，仙枝子，破布木
4711247050005,,統稱(其他),仙人掌類,NA,,
4711247111102,,黃花，白花，高腳，矮腳,白芥藍,NA,,綠葉甘藍，芥藍菜，格藍菜
4711247111119,,黃花，白花，高腳，矮腳,白芥藍,NA,,綠葉甘藍，芥藍菜，格藍菜
4711247111195,,黃花，白花，高腳，矮腳,白芥藍,NA,,綠葉甘藍，芥藍菜，格藍菜
4711247111201,,,黑芥藍,Chinese kale，Borecole， Chinese broccoli kailan,Brassica oleracea  L. var.  albograbra  Bailey,
4711247111218,,,黑芥藍,Chinese kale，Borecole， Chinese broccoli kailan,Brassica oleracea  L. var.  albograbra  Bailey,
4711247111294,,,黑芥藍,Chinese kale，Borecole， Chinese broccoli kailan,Brassica oleracea  L. var.  albograbra  Bailey,
4711247111300,,,芥藍苔,Sprouting chinese kale,Brassica oleracea  L. var.  albograbra  Bailey,菜嬰仔
4711247111317,,,芥藍苔,Sprouting chinese kale,Brassica oleracea  L. var.  albograbra  Bailey,菜嬰仔
4711247111393,,,芥藍苔,Sprouting chinese kale,Brassica oleracea  L. var.  albograbra  Bailey,菜嬰仔
4711247115001,SW1,統稱(其他),球莖甘藍,Kohlrabi,Brassica oleracea  L. var.  gongylodes,結頭菜，菜鵠，芥頭菜，大頭菜，菜叩，芥頭菜
4711247104296,LA9,日本帥，旭光,紫甘藍,Red cabbage,Brassica oleracea  L. var.  rubra  DC.,紅色高麗菜，紅玉菜，紫甘藍，紫高麗菜
4711247104302,LA6,,甘藍芽,Cabbage sprout,Brassica oleracea  L. var.  capitata,
4711247104319,,,甘藍芽,Cabbage sprout,Brassica oleracea  L. var.  capitata,
4711247104395,LA9,,甘藍芽,Cabbage sprout,Brassica oleracea  L. var.  capitata,
4711247110006,,統稱(其他),抱子甘藍,Brussels sprouts,Brassica oleracea  L. var.  gemmifera,子持甘藍，球芽甘藍，芽甘藍，姬甘藍
4711247110013,,統稱(其他),抱子甘藍,Brussels sprouts,Brassica oleracea  L. var.  gemmifera,子持甘藍，球芽甘藍，芽甘藍，姬甘藍
4711247110099,,統稱(其他),抱子甘藍,Brussels sprouts,Brassica oleracea  L. var.  gemmifera,子持甘藍，球芽甘藍，芽甘藍，姬甘藍
4711247111003,LK2,統稱(其他),芥藍類,NA,,
4711247111010,,統稱(其他),芥藍類,NA,,
4711247111096,LK9,統稱(其他),芥藍類,NA,,
4711247175210,,秋燁1號，秋燁2號，香華，台南9號，淑芬，秋香，翠蜜，秋蜜，天香，天華，綠蜜石，雪蓮香,網紋甜瓜,Muskmelon， Netted melon,Cucumis melo  L.  reticulatus  Naud.,洋香瓜，蜜瓜，厚皮甜瓜
4711247175227,,秋燁1號，秋燁2號，香華，台南9號，淑芬，秋香，翠蜜，秋蜜，天香，天華，綠蜜石，雪蓮香,網紋甜瓜,Muskmelon， Netted melon,Cucumis melo  L.  reticulatus  Naud.,洋香瓜，蜜瓜，厚皮甜瓜
4711247175241,,秋燁1號，秋燁2號，香華，台南9號，淑芬，秋香，翠蜜，秋蜜，天香，天華，綠蜜石，雪蓮香,網紋甜瓜,Muskmelon， Netted melon,Cucumis melo  L.  reticulatus  Naud.,洋香瓜，蜜瓜，厚皮甜瓜
4711247175296,W9,秋燁1號，秋燁2號，香華，台南9號，淑芬，秋香，翠蜜，秋蜜，天香，天華，綠蜜石，雪蓮香,網紋甜瓜,Muskmelon， Netted melon,Cucumis melo  L.  reticulatus  Naud.,洋香瓜，蜜瓜，厚皮甜瓜
4711247175302,,銀輝，金輝，新玉，嘉玉，嘉輝，銀杏，銀綠,東方甜瓜,Oriental sweet melon,Cucumis melo  L. var.  makuwa  Makino,梨甜瓜，香瓜，薄皮甜瓜
4711247175319,,銀輝，金輝，新玉，嘉玉，嘉輝，銀杏，銀綠,東方甜瓜,Oriental sweet melon,Cucumis melo  L. var.  makuwa  Makino,梨甜瓜，香瓜，薄皮甜瓜
4711247175326,,銀輝，金輝，新玉，嘉玉，嘉輝，銀杏，銀綠,東方甜瓜,Oriental sweet melon,Cucumis melo  L. var.  makuwa  Makino,梨甜瓜，香瓜，薄皮甜瓜
4711247175340,,銀輝，金輝，新玉，嘉玉，嘉輝，銀杏，銀綠,東方甜瓜,Oriental sweet melon,Cucumis melo  L. var.  makuwa  Makino,梨甜瓜，香瓜，薄皮甜瓜
4711247175395,W9,銀輝，金輝，新玉，嘉玉，嘉輝，銀杏，銀綠,東方甜瓜,Oriental sweet melon,Cucumis melo  L. var.  makuwa  Makino,梨甜瓜，香瓜，薄皮甜瓜
4711247175401,,新世紀，新秀，雪裡華，哈蜜脆，新綠蛙,哈密瓜,Chinese hami melon，  Musk melon,Cucumis melo  L. var.  saccharinus  Naud.,
4711247368292,SP9,,嫩薑,Ginger,Zingiber officinale  Roscse,
4711247368308,SP1,,老薑,Ginger,Zingiber officinale  Roscse,
4711247368315,,,老薑,Ginger,Zingiber officinale  Roscse,
4711247368391,SP9,,老薑,Ginger,Zingiber officinale  Roscse,
4711247372008,,統稱(其他),薑黃,NA,,
4711247373005,,統稱(其他),芽菜類,NA,,
4711247373012,,統稱(其他),芽菜類,NA,,
4711247373029,,統稱(其他),芽菜類,NA,,
4711247373036,,統稱(其他),芽菜類,NA,,
4711247373098,,統稱(其他),芽菜類,NA,,
4711247269018,,苦瓜豆，三尺青皮，白皮白仁，白皮黑灰仁,豇豆統稱(其他),Asparagus bean， Yard long bean,Vigna unguiculata  (L.) Walp. ssp.  sesquipedalis  Verdn.,菜豆，豆角，筷豆
4711247269094,,苦瓜豆，三尺青皮，白皮白仁，白皮黑灰仁,豇豆統稱(其他),Asparagus bean， Yard long bean,Vigna unguiculata  (L.) Walp. ssp.  sesquipedalis  Verdn.,菜豆，豆角，筷豆
4711247272001,,統稱(其他),蘆薈,Aloe,Aloe vera chinensis,
4711247272018,,統稱(其他),蘆薈,Aloe,Aloe vera chinensis,
4711247272094,SV9,統稱(其他),蘆薈,Aloe,Aloe vera chinensis,
4711247273008,,統稱(其他),蘆筍類,Asparagus,Asparagus officinalis  L.,石刁柏，野天門冬，松葉土當歸
4711247273015,,統稱(其他),蘆筍類,Asparagus,Asparagus officinalis  L.,石刁柏，野天門冬，松葉土當歸
4711247273091,,統稱(其他),蘆筍類,Asparagus,Asparagus officinalis  L.,石刁柏，野天門冬，松葉土當歸
4711247273107,SV2,,綠蘆筍,Green asparagus,Asparagus officinalis  L.,石刁柏，野天門冬，松葉土當歸
4711247273114,,,綠蘆筍,Green asparagus,Asparagus officinalis  L.,石刁柏，野天門冬，松葉土當歸
4711247141017,,統稱(其他),豆瓣菜,Water cress,Nasturtium officinale  R. Br.,西洋菜，水芥，水田芥，無心芥
4711247141093,,統稱(其他),豆瓣菜,Water cress,Nasturtium officinale  R. Br.,西洋菜，水芥，水田芥，無心芥
4711247142007,,統稱(其他),蘿蔔,NA,,
4711247142014,,統稱(其他),蘿蔔,NA,,
4711247142090,,統稱(其他),蘿蔔,NA,,
4711247142106,,大梅花，板葉蘿蔔(明和),蘿蔔,Chinese radish， Daikon,Raphanus sativus  L. Daikon group,菜頭， 萊服，萊頭，仙人骨
4711247142113,,大梅花，板葉蘿蔔(明和),蘿蔔,Chinese radish， Daikon,Raphanus sativus  L. Daikon group,菜頭， 萊服，萊頭，仙人骨
4711247142199,SA9,大梅花，板葉蘿蔔(明和),蘿蔔,Chinese radish， Daikon,Raphanus sativus  L. Daikon group,菜頭， 萊服，萊頭，仙人骨
4711247142205,,台中一號(翠玉),葉蘿蔔,Leafy radish,Raphanus sativus  L. Daikon group,菜頭葉
4711247142212,,台中一號(翠玉),葉蘿蔔,Leafy radish,Raphanus sativus  L. Daikon group,菜頭葉
4711247398312,,,秀珍菇,Oyster mushroom,Pleurotus ostreatus,蠔菇
4711247398329,,,秀珍菇,Oyster mushroom,Pleurotus ostreatus,蠔菇
4711247398398,,,秀珍菇,Oyster mushroom,Pleurotus ostreatus,蠔菇
4711247398404,MK1,,鴻禧菇,NA,Hypsizigus marmoreus,真姬菇，蟹味菇，靈芝菇
4711247398411,,,鴻禧菇,NA,Hypsizigus marmoreus,真姬菇，蟹味菇，靈芝菇
4711247398428,,,鴻禧菇,NA,Hypsizigus marmoreus,真姬菇，蟹味菇，靈芝菇
4711247398497,,,鴻禧菇,NA,Hypsizigus marmoreus,真姬菇，蟹味菇，靈芝菇
4711247315005,,統稱(其他),大果番茄,Tomato,Lycopersicum esculetum  Mill.,柑仔蜜，臭柿子，西紅柿
4711247315012,,統稱(其他),大果番茄,Tomato,Lycopersicum esculetum  Mill.,柑仔蜜，臭柿子，西紅柿
4711247315029,,統稱(其他),大果番茄,Tomato,Lycopersicum esculetum  Mill.,柑仔蜜，臭柿子，西紅柿
4711247315098,,統稱(其他),大果番茄,Tomato,Lycopersicum esculetum  Mill.,柑仔蜜，臭柿子，西紅柿
4711247315104,FJ1,亞蔬10號，雙福，瑞祥，33號,黑柿,Tomato,Lycopersicum esculetum  Mill.,一點紅，柑仔蜜，臭柿子，西紅柿
4711247315111,,亞蔬10號，雙福，瑞祥，33號,黑柿,Tomato,Lycopersicum esculetum  Mill.,一點紅，柑仔蜜，臭柿子，西紅柿
4711247315128,,亞蔬10號，雙福，瑞祥，33號,黑柿,Tomato,Lycopersicum esculetum  Mill.,一點紅，柑仔蜜，臭柿子，西紅柿
4711247315197,,亞蔬10號，雙福，瑞祥，33號,黑柿,Tomato,Lycopersicum esculetum  Mill.,一點紅，柑仔蜜，臭柿子，西紅柿
4711247315203,FJ3,荷蘭種,牛番茄,Tomato,Lycopersicum esculetum  Mill.,牛肉番茄，柑仔蜜，臭柿子，西紅柿
4711247315210,,荷蘭種,牛番茄,Tomato,Lycopersicum esculetum  Mill.,牛肉番茄，柑仔蜜，臭柿子，西紅柿
4711247216111,,花蓮1號，農友山苦瓜,山苦瓜,kakorot,Momordica charantia  var.   abbreviata.  Ser.,野苦瓜，短果苦瓜，假苦瓜，小苦瓜
4711247216128,,花蓮1號，農友山苦瓜,山苦瓜,kakorot,Momordica charantia  var.   abbreviata.  Ser.,野苦瓜，短果苦瓜，假苦瓜，小苦瓜
4711247216142,,花蓮1號，農友山苦瓜,山苦瓜,kakorot,Momordica charantia  var.   abbreviata.  Ser.,野苦瓜，短果苦瓜，假苦瓜，小苦瓜
4711247216197,FG9,花蓮1號，農友山苦瓜,山苦瓜,kakorot,Momordica charantia  var.   abbreviata.  Ser.,野苦瓜，短果苦瓜，假苦瓜，小苦瓜
4711247216203,FG4,珍珠苦瓜，粉青,綠苦瓜,NA,Momordica charantia  L.,
4711247216210,,珍珠苦瓜，粉青,綠苦瓜,NA,Momordica charantia  L.,
4711247216227,,珍珠苦瓜，粉青,綠苦瓜,NA,Momordica charantia  L.,
4711247216241,,珍珠苦瓜，粉青,綠苦瓜,NA,Momordica charantia  L.,
4711247216296,FG9,珍珠苦瓜，粉青,綠苦瓜,NA,Momordica charantia  L.,
4711247216302,FG1,高月，月華，日寶，大吉，青蓮,白苦瓜,Bitter melon,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247039390,SH9,,初級加工綠竹筍,Bamboo shoot ， Green bamboo sprout， Bamboo sprout,Bambusa oldhamii  Munro,綠仔筍， 甜竹，毛綠竹，烏藥竹
4711247039406,SH1,,鮮食麻竹筍,Bamboo shoot ， Bamboo sprout,Dendrocalamus latiflorus  Munro,大綠竹，瓦坭竹，巨麻竹，巨竹，美濃麻竹
4711247039413,,,鮮食麻竹筍,Bamboo shoot ， Bamboo sprout,Dendrocalamus latiflorus  Munro,大綠竹，瓦坭竹，巨麻竹，巨竹，美濃麻竹
4711247039505,,,初級加工麻竹筍,Bamboo shoot ， Bamboo sprout,Dendrocalamus latiflorus  Munro,大綠竹，瓦坭竹，巨麻竹，巨竹，美濃麻竹
4711247039512,,,初級加工麻竹筍,Bamboo shoot ， Bamboo sprout,Dendrocalamus latiflorus  Munro,大綠竹，瓦坭竹，巨麻竹，巨竹，美濃麻竹
4711247039598,,,初級加工麻竹筍,Bamboo shoot ， Bamboo sprout,Dendrocalamus latiflorus  Munro,大綠竹，瓦坭竹，巨麻竹，巨竹，美濃麻竹
4711247039604,SH3,,鮮食桂竹筍,Bamboo shoot ， Bamboo sprout,Phyllostachys makinoi  Hayata,簍竹，桂竹仔筍，石竹仔筍，布袋竹
4711247039611,,,鮮食桂竹筍,Bamboo shoot ， Bamboo sprout,Phyllostachys makinoi  Hayata,簍竹，桂竹仔筍，石竹仔筍，布袋竹
4711247039697,SH9,,鮮食桂竹筍,Bamboo shoot ， Bamboo sprout,Phyllostachys makinoi  Hayata,簍竹，桂竹仔筍，石竹仔筍，布袋竹
4711247039703,,,初級加工桂竹筍,Bamboo shoot ， Bamboo sprout,Phyllostachys makinoi  Hayata,簍竹，桂竹仔筍，石竹仔筍，布袋竹
4711247225397,,,塊型紅肉山藥,Yam,Dioscorea  spp.,山藩，淮山，薯蕷， 山芋，藷蕷，黃藥子，山慈姑，獨黃
4711247225403,,台農1號,塊型白肉山藥,Yam,Dioscorea  spp.,山藩，淮山，薯蕷， 山芋，藷蕷，黃藥子，山慈姑，獨黃
4711247225410,,台農1號,塊型白肉山藥,Yam,Dioscorea  spp.,山藩，淮山，薯蕷， 山芋，藷蕷，黃藥子，山慈姑，獨黃
4711247225496,,台農1號,塊型白肉山藥,Yam,Dioscorea  spp.,山藩，淮山，薯蕷， 山芋，藷蕷，黃藥子，山慈姑，獨黃
4711247227001,,統稱(其他),玉米類,NA,,玉蜀黍，包穀，包粟
4711247227018,,統稱(其他),玉米類,NA,,玉蜀黍，包穀，包粟
4711247227094,,統稱(其他),玉米類,NA,,玉蜀黍，包穀，包粟
4711247227100,,華珍,甜玉米,Sweet corn,Zea mays  L. ssp.  mays,甜玉蜀黍
4711247227117,,華珍,甜玉米,Sweet corn,Zea mays  L. ssp.  mays,甜玉蜀黍
4711247227193,,華珍,甜玉米,Sweet corn,Zea mays  L. ssp.  mays,甜玉蜀黍
4711247397612,,,金針菇,Golden Mushroom,Flammulina velutipes  (Curt Karst),榎菇，金絲菇，金菇
4711247397629,,,金針菇,Golden Mushroom,Flammulina velutipes  (Curt Karst),榎菇，金絲菇，金菇
4711247397698,,,金針菇,Golden Mushroom,Flammulina velutipes  (Curt Karst),榎菇，金絲菇，金菇
4711247397704,MD1,,香菇,Shiitake,Lentinus edodes  (Berk) Sing.,香菰 ，香蕈
4711247397711,,,香菇,Shiitake,Lentinus edodes  (Berk) Sing.,香菰 ，香蕈
4711247397728,,,香菇,Shiitake,Lentinus edodes  (Berk) Sing.,香菰 ，香蕈
4711247397797,,,香菇,Shiitake,Lentinus edodes  (Berk) Sing.,香菰 ，香蕈
4711247397803,ML1,,珊瑚菇,Golden oyster,Pleurotus citrinopoleatus  Sing,黃蘑，黃金菇，玉皇菇
4711247397810,,,珊瑚菇,Golden oyster,Pleurotus citrinopoleatus  Sing,黃蘑，黃金菇，玉皇菇
4711247397827,,,珊瑚菇,Golden oyster,Pleurotus citrinopoleatus  Sing,黃蘑，黃金菇，玉皇菇
4711247097703,,,初級加工大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097710,,,初級加工大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097796,,,初級加工大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097802,,,脫水大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097819,,,脫水大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247097895,,,脫水大葉芥菜,large leaf mustard， brown mustard,Brassica juncea  (L.) Czernj. et Coss. var.  rugosa  Bailey,刈菜， 孤腰菜 ，大芥菜，長年菜，大葉皺葉芥
4711247098106,,,大心芥菜,Big stem mustard,Brassica juncea  var.  crassicaulis  Chen et Yang,大骨芥菜，菜心，大菜心，大莖菜，莖用芥菜
4711247098113,,,大心芥菜,Big stem mustard,Brassica juncea  var.  crassicaulis  Chen et Yang,大骨芥菜，菜心，大菜心，大莖菜，莖用芥菜
4711247098199,,,大心芥菜,Big stem mustard,Brassica juncea  var.  crassicaulis  Chen et Yang,大骨芥菜，菜心，大菜心，大莖菜，莖用芥菜
4711247103008,,統稱(其他),瑞典蕪菁,Swede， Swede turnip， Rutabaga,Brassica napus   L. var.  napobrassica  (L.)Reichb.,
4711247236096,,統稱(其他),甘蔗筍,Sugarcane grass,Saccharum officinarum  cv. ’Badila’,甘蔗心
4711247237000,LP2,統稱(其他),羅勒,Basil， Sweet basil,Ocimum basilicum  L.,九層塔，零稜香，佩蘭，菜板草
4711247237017,,統稱(其他),羅勒,Basil， Sweet basil,Ocimum basilicum  L.,九層塔，零稜香，佩蘭，菜板草
4711247237093,,統稱(其他),羅勒,Basil， Sweet basil,Ocimum basilicum  L.,九層塔，零稜香，佩蘭，菜板草
4711247240000,,統稱(其他),紫蘇,Perilla， Purple perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,蘇草，紅紫蘇，赤葉草，貴荏，綠紫蘇，青紫蘇
4711247240017,,統稱(其他),紫蘇,Perilla， Purple perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,蘇草，紅紫蘇，赤葉草，貴荏，綠紫蘇，青紫蘇
4711247240093,,統稱(其他),紫蘇,Perilla， Purple perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,蘇草，紅紫蘇，赤葉草，貴荏，綠紫蘇，青紫蘇
4711247240109,,,紅紫蘇,Beef-steak plant， Perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,赤葉草
4711247240116,,,紅紫蘇,Beef-steak plant， Perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,赤葉草
4711247240192,,,紅紫蘇,Beef-steak plant， Perilla,Perilla frutescens  (L.) Britt. var.  crispa  (Thunb.) Decne,赤葉草
4711247286008,,統稱(其他),蓮類,NA,,
4711247286015,,統稱(其他),蓮類,NA,,
4711247286091,,統稱(其他),蓮類,NA,,
4711247286107,,,蓮子,Lotus seeds， Nelumbinis Semen,Nelumbo nucifera  Gaertn,蓮薏
4711247286114,,,蓮子,Lotus seeds， Nelumbinis Semen,Nelumbo nucifera  Gaertn,蓮薏
4711247286190,,,蓮子,Lotus seeds， Nelumbinis Semen,Nelumbo nucifera  Gaertn,蓮薏
4711247286206,,,蓮藕,East Indian lotus,Nelumbo nucifera  Gaertn,
4711247286213,,,蓮藕,East Indian lotus,Nelumbo nucifera  Gaertn,
4711247286299,,,蓮藕,East Indian lotus,Nelumbo nucifera  Gaertn,
4711247286305,,,蓮花,Lotus,Nelumbo nucifera  Gaertn,荷花
4711247364003,,統稱(其他),水芹,Water dropwort,Oenanthe stolonifera  (Roxb)Wall.,水斳，河芹，小葉芹，野水芹，野芹菜
4711247364010,,統稱(其他),水芹,Water dropwort,Oenanthe stolonifera  (Roxb)Wall.,水斳，河芹，小葉芹，野水芹，野芹菜
4711247364096,,統稱(其他),水芹,Water dropwort,Oenanthe stolonifera  (Roxb)Wall.,水斳，河芹，小葉芹，野水芹，野芹菜
4711247365000,,統稱(其他),香芹,Parsley,Petroselinum crispum   (Mill.) Nyman var.  crispum,洋芫荽
4711247365017,,統稱(其他),香芹,Parsley,Petroselinum crispum   (Mill.) Nyman var.  crispum,洋芫荽
4711247365093,,統稱(其他),香芹,Parsley,Petroselinum crispum   (Mill.) Nyman var.  crispum,洋芫荽
4711247366007,,統稱(其他),野薑花,NA,Hedychium coronarium   Koenig,穗花山奈，蝴蝶花，立芨，蝴蝶薑，白蝴蝶花
4711247366014,,統稱(其他),野薑花,NA,Hedychium coronarium   Koenig,穗花山奈，蝴蝶花，立芨，蝴蝶薑，白蝴蝶花
4711247366090,,統稱(其他),野薑花,NA,Hedychium coronarium   Koenig,穗花山奈，蝴蝶花，立芨，蝴蝶薑，白蝴蝶花
4711247367004,,統稱(其他),蘘荷,Miyoga ginger,Zingiber mioga  Roscse,山薑，觀音花，野薑
4711247025010,,統稱(其他),莧菜類,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025027,,統稱(其他),莧菜類,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025096,,統稱(其他),莧菜類,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025102,LM1,紅莧,紅莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025119,,紅莧,紅莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025126,LM8,紅莧,紅莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025195,,紅莧,紅莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025201,LM2,白莧,白莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025218,,白莧,白莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247025225,LM8,白莧,白莧菜,Edible amaranth， Amaranthus,Amaranthus  spp.,荇菜， 莕菜 ，茵菜
4711247296007,,統稱(其他),食茱萸,NA,Zanthoxylum ailanthoides  Sieb. et Zucc.,紅刺蔥，鳥不踏，越椒，刺江某，刺紅某，艾子
4711247296014,,統稱(其他),食茱萸,NA,Zanthoxylum ailanthoides  Sieb. et Zucc.,紅刺蔥，鳥不踏，越椒，刺江某，刺紅某，艾子
4711247296090,,統稱(其他),食茱萸,NA,Zanthoxylum ailanthoides  Sieb. et Zucc.,紅刺蔥，鳥不踏，越椒，刺江某，刺紅某，艾子
4711247297004,,統稱(其他),蕺菜,Chameleon Plant， Heartleaf， Saururis， tsi,Houttuynia cordata  Thunb.,魚腥草，臭臊草，臭腥草，臭瘥草，手藥
